Year data collection,Placement test score (%),Proficiency,Age,Age of exposure to English,Years studying English,Stay abroad in English speaking country (>= 1 month),Stay abroad (months),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Proficiency (self-assessment) in additional language speaking,Proficiency (self-assessment) in additional language listening,Proficiency (self-assessment) in additional language reading,Proficiency (self-assessment) in additional language writing,Task number,Language certificates (highest level),FatherL1=L1,MotherL1=L1,Parents L1 different,is L1 spoken at home,is Father L1 spoken at home,is Mother L1 spoken at home,Number of languages spoken at home,is English spoken at home,Number of additional foreign languages,French,German,Spanish,Italian,Latin,Chinese,Portuguese,Japanese,Russian,Greek,Arabic,Turkish,Number of additional foreign language(s) not M/F's L1 and home L,Sex: Female,L1: German,Online,unique_word_count,lexical_diversity,sentence_count,avg_words_per_sentence,punctuation_count,gunning_fog_index,lemmatized_freqs_avg,lemmatized_freqs_None_ratio,pos_ratio_n,pos_ratio_v,pos_ratio_j,pos_ratio_r,pos_ratio_i,pos_ratio_p,pos_ratio_c,pos_ratio_d,pos_ratio_m,pos_ratio_u,pos_ratio_a
2019,40.0,2,24.0,7.0,17.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3,4.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,75,0.7142857142857143,3,35.0,12,16.78,308.90277777777777,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.125,0.05555555555555555,0.125,0.06944444444444445,0.05555555555555555,0.041666666666666664,0.0,0.0,0.0
2017,40.0,2,25.0,24.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,3.2,3.2,3.0,3.0,2,1.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,54,0.574468085106383,3,31.333333333333332,18,13.99,195.3148148148148,0.5555555555555556,0.4444444444444444,0.09259259259259259,0.09259259259259259,0.018518518518518517,0.07407407407407407,0.07407407407407407,0.09259259259259259,0.037037037037037035,0.0,0.0,0.0
2017,40.0,2,48.0,0.0,7.0,0,0.0,3.0,4.0,4.0,3.0,3.5,3.0,3.0,2.8,3.0,14,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,91,0.36693548387096775,15,16.533333333333335,30,6.5,354.82142857142856,0.30952380952380953,0.2857142857142857,0.20238095238095238,0.10714285714285714,0.09523809523809523,0.08333333333333333,0.05952380952380952,0.023809523809523808,0.07142857142857142,0.0,0.0,0.0
2012,40.8,2,13.0,3.0,10.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,75,0.4411764705882353,11,15.454545454545455,20,5.71,483.7878787878788,0.25757575757575757,0.25757575757575757,0.25757575757575757,0.015151515151515152,0.10606060606060606,0.10606060606060606,0.07575757575757576,0.030303030303030304,0.045454545454545456,0.0,0.0,0.0
2012,40.8,2,14.0,4.0,10.0,0,0.0,2.0,2.0,3.0,2.0,2.25,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,2,True,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,70,0.37433155080213903,16,11.6875,28,4.74,453.1746031746032,0.31746031746031744,0.36507936507936506,0.2222222222222222,0.047619047619047616,0.09523809523809523,0.06349206349206349,0.06349206349206349,0.031746031746031744,0.047619047619047616,0.0,0.0,0.0
2012,40.8,2,14.0,5.0,9.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,51,0.38345864661654133,9,14.777777777777779,16,5.2,414.468085106383,0.19148936170212766,0.3191489361702128,0.2553191489361702,0.02127659574468085,0.0425531914893617,0.1276595744680851,0.06382978723404255,0.02127659574468085,0.0425531914893617,0.0,0.0,0.0
2012,40.8,2,14.0,5.0,9.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,62,0.45925925925925926,8,16.875,14,6.92,529.6666666666666,0.17543859649122806,0.3157894736842105,0.2982456140350877,0.0,0.03508771929824561,0.12280701754385964,0.07017543859649122,0.05263157894736842,0.03508771929824561,0.0,0.0,0.0
2012,40.8,2,15.0,8.0,7.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.4,2.6,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,63,0.45323741007194246,9,15.444444444444445,18,5.69,626.25,0.25,0.31666666666666665,0.23333333333333334,0.0,0.08333333333333333,0.11666666666666667,0.1,0.05,0.03333333333333333,0.0,0.0,0.0
2012,40.8,2,16.0,5.0,11.0,0,0.0,3.0,4.0,5.0,3.0,3.75,2.4,2.4,2.8,2.4,13,3.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,76,0.40641711229946526,11,17.0,25,6.37,336.463768115942,0.2608695652173913,0.2608695652173913,0.2028985507246377,0.08695652173913043,0.057971014492753624,0.15942028985507245,0.07246376811594203,0.043478260869565216,0.028985507246376812,0.0,0.0,0.0
2012,40.8,2,16.0,8.0,8.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.2,2.2,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,77,0.5167785234899329,8,18.625,21,8.06,451.40277777777777,0.2777777777777778,0.3194444444444444,0.2222222222222222,0.027777777777777776,0.06944444444444445,0.09722222222222222,0.05555555555555555,0.041666666666666664,0.027777777777777776,0.013888888888888888,0.0,0.0
2012,40.8,2,17.0,7.0,10.0,0,0.0,2.0,3.0,5.0,3.0,3.25,2.0,2.0,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,69,0.45394736842105265,8,19.0,22,6.9,596.969696969697,0.25757575757575757,0.30303030303030304,0.21212121212121213,0.045454545454545456,0.06060606060606061,0.13636363636363635,0.06060606060606061,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
2012,40.8,2,17.0,7.0,10.0,0,0.0,3.0,3.0,3.0,2.0,2.75,1.8,2.0,2.0,1.8,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,94,0.415929203539823,10,22.6,23,8.51,417.05882352941177,0.3058823529411765,0.2823529411764706,0.24705882352941178,0.058823529411764705,0.11764705882352941,0.07058823529411765,0.047058823529411764,0.03529411764705882,0.03529411764705882,0.023529411764705882,0.0,0.0
2012,40.8,2,17.0,5.0,12.0,0,0.0,3.0,4.0,3.0,3.0,3.25,1.6,2.0,2.2,1.6,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,87,0.4461538461538462,15,13.0,30,5.13,491.1375,0.2875,0.2625,0.25,0.0625,0.1375,0.0625,0.0875,0.05,0.025,0.0125,0.0,0.0
2012,40.8,2,17.0,9.0,8.0,0,0.0,1.0,2.0,2.0,2.0,1.75,2.0,2.0,2.2,2.0,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,63,0.42,8,18.75,16,7.09,521.7,0.25,0.35,0.2,0.03333333333333333,0.1,0.08333333333333333,0.06666666666666667,0.03333333333333333,0.05,0.0,0.0,0.0
2012,41.7,2,13.0,6.0,7.0,0,0.0,4.0,3.0,4.0,3.0,3.5,2.0,2.2,2.0,2.0,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,57,0.4418604651162791,10,12.9,20,4.76,529.9215686274509,0.23529411764705882,0.2549019607843137,0.27450980392156865,0.0392156862745098,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0
2012,41.7,2,13.0,4.0,9.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,53,0.44537815126050423,5,23.8,12,8.56,399.72,0.28,0.42,0.16,0.0,0.08,0.08,0.06,0.06,0.04,0.0,0.0,0.0
2012,41.7,2,13.0,4.0,9.0,0,0.0,3.0,2.0,3.0,3.0,2.75,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,64,0.4025157232704403,15,10.6,25,3.56,502.9655172413793,0.27586206896551724,0.3103448275862069,0.25862068965517243,0.05172413793103448,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.05172413793103448,0.034482758620689655,0.0,0.0,0.0
2012,41.7,2,14.0,2.0,12.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,13,2.8,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,69,0.41818181818181815,16,10.3125,22,3.84,271.530303030303,0.36363636363636365,0.2878787878787879,0.24242424242424243,0.09090909090909091,0.06060606060606061,0.07575757575757576,0.045454545454545456,0.06060606060606061,0.030303030303030304,0.0,0.0,0.0
2013,41.7,2,14.0,9.0,5.0,0,0.0,3.0,4.0,4.0,4.0,3.75,2.6,2.8,2.6,2.4,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,81,0.5,6,27.0,18,9.72,452.3333333333333,0.2692307692307692,0.28205128205128205,0.24358974358974358,0.07692307692307693,0.05128205128205128,0.14102564102564102,0.05128205128205128,0.038461538461538464,0.02564102564102564,0.0,0.0,0.0
2012,41.7,2,14.0,8.0,6.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.2,2.4,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,84,0.32684824902723736,15,17.133333333333333,29,6.26,542.4935064935065,0.2077922077922078,0.2727272727272727,0.23376623376623376,0.03896103896103896,0.07792207792207792,0.14285714285714285,0.09090909090909091,0.03896103896103896,0.03896103896103896,0.0,0.0,0.0
2018,41.7,2,14.0,7.0,8.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,14,0.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,56,0.47058823529411764,1,119.0,7,5.96,164.43636363636364,0.2909090909090909,0.2909090909090909,0.32727272727272727,0.05454545454545454,0.03636363636363636,0.10909090909090909,0.10909090909090909,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0
2012,41.7,2,16.0,6.0,10.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.4,2.4,2.6,2.4,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,77,0.4074074074074074,11,17.181818181818183,34,5.76,356.2957746478873,0.29577464788732394,0.2535211267605634,0.28169014084507044,0.08450704225352113,0.08450704225352113,0.04225352112676056,0.11267605633802817,0.04225352112676056,0.028169014084507043,0.0,0.0,0.0
2012,41.7,2,17.0,7.0,10.0,0,0.0,4.0,4.0,4.0,4.0,4.0,2.8,2.6,2.8,2.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,65,0.45774647887323944,9,15.777777777777779,19,6.2,517.9152542372881,0.3220338983050847,0.3220338983050847,0.22033898305084745,0.03389830508474576,0.0847457627118644,0.1016949152542373,0.06779661016949153,0.05084745762711865,0.03389830508474576,0.0,0.0,0.0
2019,41.7,2,20.0,6.0,10.0,0,0.0,1.0,3.0,4.0,4.0,3.0,1.6,2.2,2.2,2.4,14,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,73,0.5367647058823529,9,15.11111111111111,17,5.28,336.8358208955224,0.23880597014925373,0.23880597014925373,0.29850746268656714,0.0,0.08955223880597014,0.08955223880597014,0.1044776119402985,0.029850746268656716,0.07462686567164178,0.0,0.0,0.0
2019,41.7,2,20.0,6.0,12.0,0,0.0,2.0,3.0,3.0,2.0,2.5,1.8,1.8,2.0,2.0,14,3.4,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,56,0.56,5,20.0,16,7.05,218.74545454545455,0.36363636363636365,0.21818181818181817,0.2545454545454545,0.09090909090909091,0.09090909090909091,0.10909090909090909,0.05454545454545454,0.07272727272727272,0.03636363636363636,0.0,0.0,0.0
2017,41.7,2,20.0,0.0,7.0,0,0.0,2.0,3.0,3.0,3.0,2.75,2.4,2.6,2.4,2.4,14,2.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,83,0.6535433070866141,5,25.4,14,9.75,401.24675324675326,0.22077922077922077,0.2857142857142857,0.2077922077922078,0.1038961038961039,0.07792207792207792,0.11688311688311688,0.03896103896103896,0.025974025974025976,0.05194805194805195,0.012987012987012988,0.0,0.0
2018,41.7,2,21.0,10.0,10.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,14,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,69,0.696969696969697,3,33.0,13,12.88,205.5,0.3125,0.171875,0.203125,0.125,0.109375,0.109375,0.0625,0.03125,0.046875,0.0,0.0,0.0
2018,41.7,2,21.0,3.0,16.0,0,0.0,4.0,4.0,5.0,4.0,4.25,2.2,1.8,2.0,1.6,14,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,80,0.5031446540880503,8,19.875,15,8.31,285.63513513513516,0.1891891891891892,0.2702702702702703,0.25675675675675674,0.013513513513513514,0.0945945945945946,0.16216216216216217,0.06756756756756757,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0
2018,41.7,2,23.0,16.0,4.0,0,0.0,2.0,2.0,3.0,1.0,2.0,3.2,3.2,3.0,3.0,14,2.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,88,0.38095238095238093,7,33.0,39,11.44,222.82926829268294,0.35365853658536583,0.23170731707317074,0.23170731707317074,0.06097560975609756,0.07317073170731707,0.12195121951219512,0.08536585365853659,0.06097560975609756,0.04878048780487805,0.0,0.0,0.0
2017,41.7,2,31.0,30.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,3.2,3.4,3.2,2.8,14,1.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,94,0.39662447257383965,9,26.333333333333332,22,9.79,422.14285714285717,0.25274725274725274,0.34065934065934067,0.24175824175824176,0.04395604395604396,0.06593406593406594,0.0989010989010989,0.07692307692307693,0.03296703296703297,0.054945054945054944,0.01098901098901099,0.0,0.0
2012,42.5,2,13.0,2.0,11.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.8,2.0,2.2,2.0,13,2.2,True,True,True,True,True,True,3,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,82,0.3923444976076555,14,14.928571428571429,39,5.03,565.7662337662338,0.3116883116883117,0.35064935064935066,0.22077922077922077,0.025974025974025976,0.05194805194805195,0.05194805194805195,0.07792207792207792,0.03896103896103896,0.05194805194805195,0.0,0.0,0.0
2012,42.5,2,13.0,6.0,7.0,0,0.0,2.0,1.0,2.0,1.0,1.5,2.0,2.2,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,63,0.4228187919463087,12,12.416666666666666,14,4.52,356.07272727272726,0.2909090909090909,0.21818181818181817,0.18181818181818182,0.10909090909090909,0.10909090909090909,0.09090909090909091,0.05454545454545454,0.05454545454545454,0.07272727272727272,0.0,0.0,0.0
2012,42.5,2,14.0,6.0,8.0,0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,2.2,2.2,2.0,13,1.8,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,47,0.5595238095238095,6,14.0,9,6.07,497.2608695652174,0.391304347826087,0.2826086956521739,0.2826086956521739,0.0,0.043478260869565216,0.10869565217391304,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.0,0.0,0.0
2012,42.5,2,14.0,6.0,8.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.4,1.6,1.6,1.4,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,75,0.47770700636942676,6,26.166666666666668,15,9.76,521.0857142857143,0.22857142857142856,0.3142857142857143,0.2571428571428571,0.02857142857142857,0.1,0.1,0.07142857142857142,0.04285714285714286,0.02857142857142857,0.0,0.0,0.0
2012,42.5,2,17.0,10.0,7.0,0,0.0,3.0,3.0,3.0,4.0,3.25,2.4,2.6,2.6,2.2,13,3.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,74,0.4228571428571429,7,25.0,21,9.06,518.223880597015,0.29850746268656714,0.3283582089552239,0.23880597014925373,0.05970149253731343,0.04477611940298507,0.11940298507462686,0.04477611940298507,0.05970149253731343,0.029850746268656716,0.0,0.0,0.0
2016,42.5,2,22.0,7.0,15.0,0,0.0,3.0,3.0,3.0,3.0,3.0,1.8,2.4,2.6,2.4,13,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,108,0.3776223776223776,14,20.428571428571427,57,6.53,602.4183673469388,0.25510204081632654,0.29591836734693877,0.25510204081632654,0.061224489795918366,0.07142857142857142,0.11224489795918367,0.05102040816326531,0.04081632653061224,0.061224489795918366,0.0,0.0,0.0
2012,43.3,2,12.0,6.0,6.0,0,0.0,3.0,3.0,4.0,4.0,3.5,1.8,2.0,1.8,1.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,70,0.48951048951048953,8,17.875,20,6.24,337.25,0.28125,0.3125,0.203125,0.078125,0.0625,0.09375,0.0625,0.046875,0.0625,0.0,0.0,0.0
2012,43.3,2,13.0,3.0,10.0,0,0.0,2.0,3.0,2.0,2.0,2.25,1.8,2.0,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,63,0.4064516129032258,11,14.090909090909092,12,6.0,538.4745762711865,0.2542372881355932,0.3389830508474576,0.15254237288135594,0.03389830508474576,0.11864406779661017,0.11864406779661017,0.06779661016949153,0.03389830508474576,0.05084745762711865,0.0,0.0,0.0
2012,43.3,2,14.0,3.0,11.0,0,0.0,3.0,4.0,4.0,4.0,3.75,2.2,2.4,3.0,2.6,13,3.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,78,0.5342465753424658,6,24.333333333333332,20,9.46,543.5394736842105,0.2631578947368421,0.3026315789473684,0.19736842105263158,0.05263157894736842,0.06578947368421052,0.11842105263157894,0.09210526315789473,0.05263157894736842,0.02631578947368421,0.013157894736842105,0.0,0.0
2012,43.3,2,14.0,7.0,7.0,0,0.0,3.0,3.0,4.0,3.0,3.25,1.8,2.2,1.8,1.6,13,2.4,True,True,True,True,True,True,1,False,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1.0,0,0,58,0.48739495798319327,11,10.818181818181818,23,4.04,497.05555555555554,0.2777777777777778,0.2962962962962963,0.2037037037037037,0.07407407407407407,0.018518518518518517,0.1111111111111111,0.07407407407407407,0.05555555555555555,0.037037037037037035,0.0,0.0,0.0
2012,43.3,2,14.0,6.0,8.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.4,2.0,1.8,1.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,51,0.4722222222222222,9,12.0,15,4.51,346.5869565217391,0.34782608695652173,0.2391304347826087,0.2826086956521739,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.0,0.0,0.0
2012,43.3,2,14.0,6.0,8.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.4,2.0,1.8,1.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,83,0.39903846153846156,14,14.857142857142858,27,5.6,524.7432432432432,0.21621621621621623,0.32432432432432434,0.24324324324324326,0.04054054054054054,0.06756756756756757,0.12162162162162163,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0
2012,43.3,2,14.0,5.0,9.0,0,0.0,3.0,3.0,4.0,4.0,3.5,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,77,0.4031413612565445,14,13.642857142857142,27,5.17,641.9710144927536,0.2608695652173913,0.391304347826087,0.2318840579710145,0.057971014492753624,0.014492753623188406,0.11594202898550725,0.043478260869565216,0.028985507246376812,0.043478260869565216,0.0,0.0,0.0
2012,43.3,2,16.0,6.0,10.0,1,0.0,2.0,2.0,3.0,3.0,2.5,1.8,2.2,2.0,2.2,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,114,0.41304347826086957,15,18.4,35,7.14,468.4950495049505,0.297029702970297,0.31683168316831684,0.24752475247524752,0.0297029702970297,0.04950495049504951,0.1188118811881188,0.0594059405940594,0.0594059405940594,0.039603960396039604,0.009900990099009901,0.0,0.0
2012,43.3,2,16.0,8.0,8.0,1,0.0,3.0,4.0,3.0,2.0,3.0,2.2,2.4,2.4,2.2,13,2.4,True,False,False,True,True,False,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,78,0.43333333333333335,13,13.846153846153847,18,5.0,466.22222222222223,0.2361111111111111,0.25,0.2777777777777778,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.06944444444444445,0.027777777777777776,0.041666666666666664,0.0,0.0,0.0
2012,43.3,2,16.0,8.0,8.0,0,0.0,2.0,3.0,4.0,2.0,2.75,2.0,2.4,2.2,1.8,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,68,0.53125,6,21.333333333333332,17,7.52,518.9206349206349,0.30158730158730157,0.2698412698412698,0.20634920634920634,0.031746031746031744,0.07936507936507936,0.12698412698412698,0.06349206349206349,0.047619047619047616,0.047619047619047616,0.015873015873015872,0.0,0.0
2020,43.3,2,18.0,5.0,13.0,0,0.0,4.0,4.0,4.0,4.0,4.0,2.2,2.2,2.4,2.2,14,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,109,0.5317073170731708,8,25.625,18,10.0,514.0882352941177,0.24509803921568626,0.23529411764705882,0.2647058823529412,0.049019607843137254,0.12745098039215685,0.12745098039215685,0.058823529411764705,0.00980392156862745,0.0392156862745098,0.00980392156862745,0.0,0.0
2019,43.3,2,18.0,4.0,15.0,0,0.0,2.0,3.0,3.0,3.0,2.75,2.0,2.0,2.0,2.0,3,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,92,0.6571428571428571,9,15.555555555555555,14,7.6,284.3720930232558,0.32558139534883723,0.313953488372093,0.1511627906976744,0.13953488372093023,0.046511627906976744,0.11627906976744186,0.06976744186046512,0.023255813953488372,0.08139534883720931,0.0,0.0,0.0
2017,43.3,2,19.0,5.0,14.0,0,0.0,2.0,4.0,4.0,2.0,3.0,1.8,2.0,2.2,1.8,14,3.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,89,0.40271493212669685,10,22.1,24,8.76,342.4404761904762,0.2976190476190476,0.30952380952380953,0.23809523809523808,0.08333333333333333,0.11904761904761904,0.10714285714285714,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0
2019,43.3,2,20.0,3.0,17.0,1,1.0,3.0,4.0,4.0,4.0,3.75,1.0,1.0,1.0,1.0,14,3.0,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,62,0.5904761904761905,6,17.5,20,6.72,318.2068965517241,0.3448275862068966,0.27586206896551724,0.1724137931034483,0.08620689655172414,0.06896551724137931,0.13793103448275862,0.08620689655172414,0.034482758620689655,0.05172413793103448,0.0,0.0,0.0
2019,43.3,2,20.0,3.0,17.0,0,0.0,2.0,2.0,3.0,3.0,2.5,2.2,2.2,2.6,2.4,14,3.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,56,0.56,7,14.285714285714286,24,5.17,255.1509433962264,0.32075471698113206,0.18867924528301888,0.24528301886792453,0.11320754716981132,0.09433962264150944,0.09433962264150944,0.03773584905660377,0.03773584905660377,0.07547169811320754,0.0,0.0,0.0
2018,43.3,2,20.0,16.0,4.0,0,0.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,14,1.8,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,130,0.3601108033240997,13,27.76923076923077,50,10.15,272.40677966101697,0.3559322033898305,0.2627118644067797,0.2711864406779661,0.06779661016949153,0.09322033898305085,0.09322033898305085,0.05084745762711865,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.0,0.0
2017,43.3,2,21.0,7.0,14.0,0,0.0,4.0,6.0,5.0,5.0,5.0,2.2,2.6,2.8,2.4,14,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,190,0.4260089686098655,18,24.77777777777778,54,11.03,565.1741573033707,0.28651685393258425,0.33707865168539325,0.29213483146067415,0.06179775280898876,0.07303370786516854,0.07865168539325842,0.05056179775280899,0.016853932584269662,0.03932584269662921,0.0056179775280898875,0.0,0.0
2017,43.3,2,22.0,13.0,5.0,0,0.0,1.0,3.0,3.0,1.0,2.0,3.6,3.6,3.6,3.6,14,1.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,54,0.5,1,108.0,13,19.4,343.54716981132077,0.33962264150943394,0.24528301886792453,0.2830188679245283,0.03773584905660377,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.018867924528301886,0.07547169811320754,0.0,0.0,0.0
2016,43.3,2,16.6,0.0,11.4,0,0.0,3.0,2.0,4.0,3.0,3.0,2.4,2.4,2.8,2.8,3,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,95,0.5191256830601093,7,26.142857142857142,21,10.55,339.3764705882353,0.27058823529411763,0.36470588235294116,0.18823529411764706,0.08235294117647059,0.047058823529411764,0.08235294117647059,0.058823529411764705,0.058823529411764705,0.047058823529411764,0.0,0.0,0.0
